investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,units
INV003412,2025-02-13,119095,Redemption,379415,Rajasthan,Jaipur,T30,18-25,Male,7.8,UPI,Verified,3794.15
INV000292,2025-02-13,118632,SIP,856,Uttar Pradesh,Lucknow,T30,18-25,Male,3.3,Mandate,Verified,8.56
INV002396,2025-02-13,101208,SIP,6575,Rajasthan,Udaipur,B30,18-25,Female,3.6,Net Banking,Verified,65.75
INV004826,2025-02-13,120505,Lumpsum,22372,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,Net Banking,Pending,223.72
INV000189,2025-02-13,101206,Redemption,241629,Uttar Pradesh,Lucknow,T30,36-45,Male,47.3,Net Banking,Verified,2416.29
INV002215,2025-02-13,120503,SIP,5863,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,UPI,Verified,58.63
INV003385,2025-02-13,120505,Lumpsum,182826,Punjab,Amritsar,B30,56+,Female,65.9,Cheque,Verified,1828.26
INV001937,2025-02-13,125497,SIP,2816,Haryana,Gurugram,T30,18-25,Male,7.8,UPI,Verified,28.16
INV000962,2025-02-13,119094,Redemption,40221,Punjab,Chandigarh,T30,26-35,Male,24.5,Cheque,Verified,402.21
INV001757,2025-02-13,119599,Lumpsum,58254,Telangana,Hyderabad,T30,46-55,Male,87.3,Net Banking,Verified,582.54
INV004668,2025-02-13,119120,Lumpsum,466815,Gujarat,Ahmedabad,T30,26-35,Male,6.4,Mandate,Verified,4668.15
INV002902,2025-02-13,100025,SIP,1066,Gujarat,Surat,T30,36-45,Male,35.1,Net Banking,Verified,10.66
INV001069,2025-02-13,102886,SIP,419,Telangana,Hyderabad,T30,26-35,Male,19.1,Mandate,Pending,4.19
INV004213,2025-02-13,102886,Redemption,396754,Madhya Pradesh,Indore,T30,18-25,Male,4.5,UPI,Verified,3967.54
INV003735,2025-02-13,100016,SIP,11339,Gujarat,Ahmedabad,T30,36-45,Female,13.9,UPI,Verified,113.39
INV004446,2025-02-13,102885,SIP,410,West Bengal,Kolkata,T30,26-35,Male,14.8,Net Banking,Pending,4.1
INV004517,2025-02-13,118633,Redemption,499723,West Bengal,Kolkata,T30,46-55,Female,68.5,UPI,Verified,4997.23
INV002849,2025-02-13,119095,SIP,1161,Madhya Pradesh,Indore,T30,26-35,Male,21.3,Mandate,Verified,11.61
INV002924,2025-02-13,148567,SIP,3375,Tamil Nadu,Chennai,T30,26-35,Female,14.5,UPI,Verified,33.75
INV002437,2025-02-13,119094,SIP,45734,Haryana,Faridabad,B30,26-35,Male,24.8,UPI,Verified,457.34
INV002311,2025-02-13,148568,SIP,6666,Rajasthan,Udaipur,B30,36-45,Male,31.5,Mandate,Verified,66.66
INV003166,2025-02-13,149323,SIP,29642,Karnataka,Bangalore,T30,26-35,Female,7.1,Mandate,Verified,296.42
INV000970,2025-02-13,119551,SIP,51831,Tamil Nadu,Coimbatore,B30,46-55,Male,28.8,UPI,Verified,518.31
INV003209,2025-02-13,101206,Lumpsum,301610,Delhi,Gurugram,T30,46-55,Male,76.0,Cheque,Verified,3016.1
INV003745,2025-02-13,119094,SIP,4510,West Bengal,Kolkata,T30,36-45,Male,17.8,Cheque,Verified,45.1
INV001166,2025-02-13,119599,SIP,4748,Punjab,Chandigarh,T30,26-35,Male,21.4,Mandate,Verified,47.48
INV003535,2025-02-13,100025,SIP,2767,Maharashtra,Nashik,B30,26-35,Male,12.5,UPI,Verified,27.67
INV000076,2025-02-13,119551,Redemption,60571,Gujarat,Ahmedabad,T30,56+,Female,67.1,Mandate,Verified,605.71
INV003430,2025-02-13,119095,SIP,2743,Gujarat,Ahmedabad,T30,26-35,Female,14.8,Net Banking,Verified,27.43
INV001974,2025-02-13,120506,SIP,1648,Tamil Nadu,Chennai,T30,56+,Male,64.3,Net Banking,Verified,16.48
INV001203,2025-02-13,119093,SIP,809,Uttar Pradesh,Lucknow,T30,18-25,Male,5.0,Net Banking,Verified,8.09
INV001608,2025-02-13,101208,Lumpsum,73108,Delhi,Gurugram,T30,26-35,Male,13.1,UPI,Verified,731.08
INV000276,2025-02-13,125497,Lumpsum,255398,Telangana,Hyderabad,T30,36-45,Female,38.3,Cheque,Verified,2553.98
INV001156,2025-02-13,120506,Redemption,371131,Madhya Pradesh,Indore,T30,56+,Female,58.8,UPI,Verified,3711.31
INV000413,2025-02-13,100025,SIP,40745,Haryana,Gurugram,T30,36-45,Female,49.8,Mandate,Verified,407.45
INV001880,2025-02-13,120504,SIP,4027,Madhya Pradesh,Bhopal,B30,26-35,Male,23.0,Mandate,Verified,40.27
INV001586,2025-02-14,119552,SIP,9103,Tamil Nadu,Chennai,T30,26-35,Male,6.4,UPI,Pending,91.03
INV001521,2025-02-14,148569,Lumpsum,49964,Haryana,Faridabad,B30,18-25,Male,4.9,Mandate,Verified,499.64
INV003559,2025-02-14,119094,SIP,593,Uttar Pradesh,Kanpur,B30,26-35,Female,9.4,Mandate,Verified,5.93
INV001476,2025-02-14,120504,SIP,2361,Rajasthan,Jaipur,T30,36-45,Male,38.1,Mandate,Verified,23.61
INV003737,2025-02-14,100033,Lumpsum,426648,Punjab,Chandigarh,T30,18-25,Male,4.4,Cheque,Verified,4266.48
INV003651,2025-02-14,118635,Redemption,251712,Gujarat,Surat,T30,26-35,Male,14.6,UPI,Verified,2517.12
INV003291,2025-02-14,102887,Lumpsum,439105,Gujarat,Surat,T30,36-45,Male,47.1,UPI,Pending,4391.05
INV000608,2025-02-14,119598,SIP,2994,Haryana,Gurugram,T30,46-55,Male,83.5,UPI,Verified,29.94
INV001969,2025-02-14,101207,SIP,2962,Uttar Pradesh,Kanpur,B30,26-35,Male,9.7,UPI,Verified,29.62
INV002411,2025-02-14,118636,Redemption,403379,Rajasthan,Jaipur,T30,46-55,Male,38.4,Cheque,Verified,4033.79
INV004681,2025-02-14,119095,Lumpsum,293689,Haryana,Faridabad,B30,26-35,Female,19.0,Mandate,Verified,2936.89
INV003795,2025-02-14,119093,SIP,22238,West Bengal,Kolkata,T30,18-25,Male,7.6,UPI,Verified,222.38
INV003910,2025-02-14,102887,Lumpsum,205886,Maharashtra,Pune,T30,26-35,Male,8.8,Cheque,Verified,2058.86
INV001295,2025-02-14,102887,SIP,2725,Madhya Pradesh,Indore,T30,36-45,Male,30.8,Cheque,Verified,27.25
INV004908,2025-02-14,125498,SIP,5333,Rajasthan,Jaipur,T30,18-25,Male,6.1,Mandate,Verified,53.33
INV002791,2025-02-14,120507,SIP,1089,Madhya Pradesh,Indore,T30,36-45,Male,54.9,UPI,Verified,10.89
INV002888,2025-02-14,119552,Lumpsum,412812,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Verified,4128.12
INV000499,2025-02-14,148567,SIP,27726,Delhi,New Delhi,T30,36-45,Female,59.5,UPI,Verified,277.26
INV004555,2025-02-14,120504,Lumpsum,147646,Uttar Pradesh,Lucknow,T30,36-45,Female,24.4,Net Banking,Verified,1476.46
INV003648,2025-02-14,101208,Lumpsum,65931,Haryana,Faridabad,B30,46-55,Male,74.1,Mandate,Pending,659.31
INV000403,2025-02-14,120506,Redemption,124530,Rajasthan,Jaipur,T30,18-25,Female,7.7,Cheque,Verified,1245.3
INV002431,2025-02-14,100016,Redemption,144383,Delhi,Noida,T30,26-35,Female,14.8,Mandate,Verified,1443.83
INV002071,2025-02-14,120507,SIP,5807,Punjab,Chandigarh,T30,56+,Male,61.1,Net Banking,Verified,58.07
INV003463,2025-02-14,119092,SIP,8300,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Net Banking,Verified,83.0
INV004320,2025-02-14,149323,SIP,40057,Delhi,Gurugram,T30,26-35,Female,8.1,UPI,Pending,400.57
INV003105,2025-02-14,118633,Lumpsum,55873,Rajasthan,Jaipur,T30,18-25,Female,6.0,Cheque,Pending,558.73
INV003240,2025-02-14,120506,SIP,6266,Haryana,Gurugram,T30,26-35,Male,21.7,Cheque,Verified,62.66
INV003380,2025-02-14,120841,SIP,2752,Delhi,Noida,T30,36-45,Male,21.0,Mandate,Verified,27.52
INV004640,2025-02-14,148568,SIP,404,Telangana,Hyderabad,T30,36-45,Male,46.5,Mandate,Verified,4.04
INV003789,2025-02-14,119598,SIP,2716,Rajasthan,Udaipur,B30,36-45,Male,29.9,Cheque,Verified,27.16
INV000374,2025-02-14,120842,Redemption,345825,West Bengal,Kolkata,T30,18-25,Female,4.1,Mandate,Verified,3458.25
INV004403,2025-02-14,149322,SIP,834,West Bengal,Kolkata,T30,26-35,Male,17.6,Cheque,Verified,8.34
INV002985,2025-02-14,120843,Redemption,259177,Gujarat,Ahmedabad,T30,36-45,Male,26.4,UPI,Verified,2591.77
INV001556,2025-02-14,100016,SIP,2631,Maharashtra,Nashik,B30,18-25,Male,3.3,UPI,Verified,26.31
INV000177,2025-02-14,148569,SIP,5718,Rajasthan,Jaipur,T30,26-35,Male,17.6,Cheque,Verified,57.18
INV001525,2025-02-14,118636,Lumpsum,177721,Maharashtra,Mumbai,T30,36-45,Male,55.8,Mandate,Verified,1777.21
INV000046,2025-02-14,119599,SIP,17888,Gujarat,Ahmedabad,T30,26-35,Female,24.5,UPI,Verified,178.88
INV004587,2025-02-14,118634,Redemption,308563,Uttar Pradesh,Kanpur,B30,18-25,Male,4.0,UPI,Verified,3085.63
INV003015,2025-02-14,101206,Lumpsum,12230,Madhya Pradesh,Indore,T30,18-25,Male,4.4,Mandate,Verified,122.3
INV002079,2025-02-14,149323,SIP,2077,Rajasthan,Udaipur,B30,26-35,Male,10.1,Mandate,Verified,20.77
INV004798,2025-02-14,149324,Redemption,61150,Madhya Pradesh,Bhopal,B30,26-35,Male,8.4,Mandate,Verified,611.5
INV004264,2025-02-14,149324,SIP,2129,Gujarat,Ahmedabad,T30,36-45,Female,45.2,UPI,Verified,21.29
INV001557,2025-02-14,118636,SIP,6784,Haryana,Gurugram,T30,26-35,Female,10.5,Net Banking,Verified,67.84
INV003070,2025-02-14,125497,Lumpsum,168533,West Bengal,Kolkata,T30,26-35,Male,23.7,UPI,Verified,1685.33
INV001914,2025-02-14,125497,Lumpsum,166597,Delhi,Gurugram,T30,56+,Male,61.9,Net Banking,Verified,1665.97
INV001064,2025-02-14,120842,Lumpsum,460371,West Bengal,Kolkata,T30,46-55,Male,67.9,Mandate,Verified,4603.71
INV002437,2025-02-14,120506,SIP,3321,Haryana,Faridabad,B30,26-35,Male,24.8,Mandate,Verified,33.21
INV001070,2025-02-14,120843,Lumpsum,42418,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Net Banking,Verified,424.18
INV001420,2025-02-15,148567,SIP,481,Rajasthan,Jaipur,T30,36-45,Male,32.2,Mandate,Verified,4.81
INV004639,2025-02-15,120503,Redemption,586280,Rajasthan,Jaipur,T30,18-25,Female,6.0,UPI,Verified,5862.8
INV000721,2025-02-15,118633,SIP,8822,Maharashtra,Nashik,B30,36-45,Male,59.1,UPI,Pending,88.22
INV004647,2025-02-15,118636,SIP,2216,Madhya Pradesh,Indore,T30,36-45,Female,25.3,Cheque,Verified,22.16
INV003344,2025-02-15,119551,SIP,469,Haryana,Gurugram,T30,36-45,Female,52.5,Net Banking,Verified,4.69
INV003336,2025-02-15,118633,SIP,470,Punjab,Amritsar,B30,46-55,Female,45.8,UPI,Verified,4.7
INV004557,2025-02-15,125498,SIP,15774,Maharashtra,Nashik,B30,26-35,Male,8.0,Cheque,Verified,157.74
INV004495,2025-02-15,120507,SIP,2335,Punjab,Amritsar,B30,36-45,Female,24.4,UPI,Verified,23.35
INV002700,2025-02-15,148569,SIP,576,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,Mandate,Pending,5.76
INV001897,2025-02-15,120503,SIP,2259,Maharashtra,Mumbai,T30,26-35,Male,8.6,Cheque,Verified,22.59
INV001215,2025-02-15,148569,SIP,25039,Haryana,Gurugram,T30,36-45,Female,39.3,Cheque,Verified,250.39
INV002503,2025-02-15,101208,Lumpsum,101566,Gujarat,Ahmedabad,T30,26-35,Male,11.5,UPI,Verified,1015.66
INV000366,2025-02-15,149322,SIP,54022,Telangana,Hyderabad,T30,36-45,Male,55.4,Net Banking,Verified,540.22
INV002260,2025-02-15,118635,SIP,2012,Telangana,Hyderabad,T30,26-35,Female,10.1,Mandate,Verified,20.12
INV003637,2025-02-15,120843,SIP,1780,Telangana,Hyderabad,T30,36-45,Male,18.6,Mandate,Verified,17.8
INV002265,2025-02-15,148569,Redemption,17548,Rajasthan,Jaipur,T30,18-25,Female,3.8,Net Banking,Verified,175.48
INV003670,2025-02-15,101208,Redemption,306956,Punjab,Chandigarh,T30,36-45,Male,38.4,UPI,Verified,3069.56
INV004891,2025-02-15,102885,SIP,5936,Telangana,Hyderabad,T30,46-55,Female,83.5,Cheque,Verified,59.36
INV003304,2025-02-15,149322,SIP,4953,Telangana,Hyderabad,T30,18-25,Female,4.8,UPI,Verified,49.53
INV002496,2025-02-15,148567,Redemption,434704,Karnataka,Mysore,B30,36-45,Male,40.5,Mandate,Verified,4347.04
INV003971,2025-02-15,149324,SIP,2858,Haryana,Gurugram,T30,26-35,Male,14.1,UPI,Verified,28.58
INV004481,2025-02-15,148568,Lumpsum,15969,Rajasthan,Jaipur,T30,46-55,Male,60.1,Mandate,Verified,159.69
INV000756,2025-02-15,120844,SIP,41706,Tamil Nadu,Chennai,T30,36-45,Male,44.2,Mandate,Verified,417.06
INV001551,2025-02-15,100016,SIP,2678,Tamil Nadu,Chennai,T30,26-35,Female,21.7,Mandate,Pending,26.78
INV003721,2025-02-15,101207,SIP,2742,Karnataka,Mysore,B30,26-35,Male,19.5,Mandate,Verified,27.42
INV002190,2025-02-15,119599,Lumpsum,373137,Uttar Pradesh,Kanpur,B30,36-45,Female,58.7,Mandate,Verified,3731.37
INV003139,2025-02-15,120504,SIP,8873,Karnataka,Mysore,B30,36-45,Male,39.4,UPI,Verified,88.73
INV004616,2025-02-15,101208,SIP,53497,West Bengal,Kolkata,T30,26-35,Female,18.1,Mandate,Verified,534.97
INV000562,2025-02-15,120842,SIP,12895,Gujarat,Ahmedabad,T30,36-45,Male,32.9,Cheque,Verified,128.95
INV004273,2025-02-15,102885,Lumpsum,70635,Haryana,Faridabad,B30,26-35,Male,17.5,UPI,Verified,706.35
INV003936,2025-02-15,118634,Lumpsum,277190,Punjab,Chandigarh,T30,36-45,Male,19.8,Cheque,Verified,2771.9
INV002620,2025-02-15,118636,SIP,5886,Maharashtra,Nashik,B30,46-55,Female,88.5,Mandate,Verified,58.86
INV001961,2025-02-15,101208,Redemption,83047,Delhi,Gurugram,T30,26-35,Male,23.4,Cheque,Verified,830.47
INV002779,2025-02-15,119095,SIP,961,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,Mandate,Verified,9.61
INV004285,2025-02-15,119120,SIP,27597,Punjab,Chandigarh,T30,26-35,Male,8.0,UPI,Verified,275.97
INV002113,2025-02-15,100033,SIP,13026,Maharashtra,Nashik,B30,26-35,Male,21.6,Cheque,Verified,130.26
INV002328,2025-02-15,119092,SIP,5981,Haryana,Gurugram,T30,26-35,Male,11.6,UPI,Verified,59.81
INV002873,2025-02-15,101206,SIP,9507,Haryana,Gurugram,T30,18-25,Male,5.9,UPI,Verified,95.07
INV001738,2025-02-15,120507,SIP,54228,Karnataka,Bangalore,T30,36-45,Female,41.2,Net Banking,Verified,542.28
INV002172,2025-02-15,148567,SIP,1070,Rajasthan,Jaipur,T30,46-55,Female,56.0,Net Banking,Verified,10.7
INV000446,2025-02-15,119552,Lumpsum,209607,Rajasthan,Jaipur,T30,26-35,Female,23.8,Cheque,Verified,2096.07
INV001631,2025-02-15,148569,SIP,411,Haryana,Faridabad,B30,36-45,Male,55.9,Net Banking,Verified,4.11
INV000522,2025-02-15,100016,Lumpsum,251353,Punjab,Chandigarh,T30,26-35,Female,10.8,Net Banking,Verified,2513.53
INV001699,2025-02-15,120841,SIP,53462,Madhya Pradesh,Indore,T30,26-35,Male,24.6,Net Banking,Verified,534.62
INV001645,2025-02-15,148568,SIP,6376,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,Cheque,Verified,63.76
INV000872,2025-02-15,120507,SIP,5900,West Bengal,Kolkata,T30,36-45,Female,55.3,Net Banking,Verified,59.0
INV004172,2025-02-15,102887,Lumpsum,74766,Madhya Pradesh,Indore,T30,26-35,Male,18.5,UPI,Verified,747.66
INV004166,2025-02-15,148567,SIP,463,Telangana,Hyderabad,T30,26-35,Male,6.1,UPI,Verified,4.63
INV003173,2025-02-15,102886,Redemption,76209,Gujarat,Surat,T30,18-25,Male,7.1,UPI,Verified,762.09
INV004110,2025-02-15,148569,Lumpsum,51318,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Verified,513.18
INV003251,2025-02-15,149322,Lumpsum,20772,Tamil Nadu,Coimbatore,B30,36-45,Female,52.4,Cheque,Verified,207.72
INV001142,2025-02-15,100016,Redemption,299841,Uttar Pradesh,Lucknow,T30,26-35,Male,16.8,Cheque,Pending,2998.41
INV003357,2025-02-15,100025,Lumpsum,11911,Madhya Pradesh,Bhopal,B30,26-35,Female,15.3,Cheque,Verified,119.11
INV001398,2025-02-15,120841,Lumpsum,98125,Madhya Pradesh,Indore,T30,26-35,Female,18.4,UPI,Verified,981.25
INV001007,2025-02-15,120505,SIP,8137,West Bengal,Kolkata,T30,18-25,Male,7.2,Cheque,Pending,81.37
INV000397,2025-02-15,120504,SIP,423,Gujarat,Ahmedabad,T30,36-45,Female,25.4,UPI,Verified,4.23
INV001104,2025-02-15,118636,Lumpsum,338982,Haryana,Gurugram,T30,26-35,Male,14.9,Cheque,Verified,3389.82
INV000102,2025-02-15,149324,SIP,2426,Gujarat,Surat,T30,26-35,Male,21.9,Mandate,Verified,24.26
INV000296,2025-02-16,101206,Redemption,348789,Madhya Pradesh,Indore,T30,26-35,Male,16.7,Cheque,Verified,3487.89
INV004089,2025-02-16,100016,Lumpsum,216877,Haryana,Gurugram,T30,36-45,Female,15.2,Mandate,Verified,2168.77
INV000776,2025-02-16,120503,Lumpsum,409469,Rajasthan,Jaipur,T30,26-35,Male,12.4,UPI,Verified,4094.69
INV000024,2025-02-16,119095,SIP,3273,Delhi,Gurugram,T30,36-45,Female,27.0,Mandate,Verified,32.73
INV001445,2025-02-16,119093,SIP,1861,Tamil Nadu,Chennai,T30,26-35,Female,9.5,UPI,Verified,18.61
INV000526,2025-02-16,119095,SIP,3517,Tamil Nadu,Coimbatore,B30,26-35,Female,16.5,Net Banking,Verified,35.17
INV002137,2025-02-16,119093,Lumpsum,298292,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,UPI,Verified,2982.92
INV004356,2025-02-16,100025,Redemption,320745,West Bengal,Kolkata,T30,36-45,Male,37.3,Mandate,Verified,3207.45
INV001627,2025-02-16,102886,SIP,553,Uttar Pradesh,Agra,B30,26-35,Male,15.9,Mandate,Verified,5.53
INV003572,2025-02-16,120503,SIP,10342,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,Verified,103.42
INV003330,2025-02-16,149322,SIP,9387,Gujarat,Surat,T30,46-55,Female,44.1,UPI,Verified,93.87
INV003284,2025-02-16,148568,SIP,477,Gujarat,Ahmedabad,T30,36-45,Male,27.9,Cheque,Pending,4.77
INV003404,2025-02-16,119095,SIP,2218,Tamil Nadu,Chennai,T30,36-45,Male,26.8,Mandate,Verified,22.18
INV001017,2025-02-16,119092,SIP,2637,West Bengal,Kolkata,T30,26-35,Female,19.0,Net Banking,Verified,26.37
INV004734,2025-02-16,120504,Redemption,164755,Uttar Pradesh,Kanpur,B30,36-45,Male,32.4,UPI,Verified,1647.55
INV002774,2025-02-16,120507,SIP,559,Haryana,Gurugram,T30,36-45,Male,58.4,UPI,Verified,5.59
INV000430,2025-02-16,119093,SIP,42386,Punjab,Amritsar,B30,18-25,Male,3.3,UPI,Verified,423.86
INV000467,2025-02-16,101206,SIP,2822,Karnataka,Bangalore,T30,18-25,Female,7.1,UPI,Verified,28.22
INV001816,2025-02-16,125498,SIP,29601,Telangana,Hyderabad,T30,26-35,Male,9.0,UPI,Verified,296.01
INV003649,2025-02-16,120842,Lumpsum,221741,Haryana,Gurugram,T30,46-55,Female,79.9,Cheque,Verified,2217.41
INV003461,2025-02-16,120505,SIP,14367,West Bengal,Kolkata,T30,18-25,Male,7.7,Mandate,Verified,143.67
INV004318,2025-02-16,119598,SIP,2791,Tamil Nadu,Coimbatore,B30,56+,Female,54.7,Cheque,Verified,27.91
INV001460,2025-02-16,120505,Lumpsum,145125,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,UPI,Verified,1451.25
INV003460,2025-02-16,148567,SIP,951,Delhi,New Delhi,T30,26-35,Male,14.6,Mandate,Verified,9.51
INV004558,2025-02-16,119552,SIP,402,Rajasthan,Jaipur,T30,36-45,Male,56.3,UPI,Verified,4.02
INV004361,2025-02-16,120844,Lumpsum,399239,Haryana,Faridabad,B30,26-35,Female,18.4,Cheque,Verified,3992.39
INV001706,2025-02-16,119551,SIP,583,West Bengal,Kolkata,T30,26-35,Male,14.2,Mandate,Verified,5.83
INV001645,2025-02-16,119120,SIP,21996,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,Mandate,Verified,219.96
INV004319,2025-02-16,120843,SIP,48152,Gujarat,Surat,T30,18-25,Male,3.9,Mandate,Verified,481.52
INV003956,2025-02-16,148567,SIP,9461,Punjab,Amritsar,B30,36-45,Male,32.3,Net Banking,Verified,94.61
INV000403,2025-02-16,102887,SIP,1981,Rajasthan,Jaipur,T30,18-25,Female,7.7,Net Banking,Verified,19.81
INV000750,2025-02-16,120843,SIP,850,Delhi,New Delhi,T30,26-35,Male,20.9,Cheque,Verified,8.5
INV002201,2025-02-16,120842,SIP,40156,Haryana,Gurugram,T30,36-45,Male,34.5,Net Banking,Verified,401.56
INV002121,2025-02-16,119093,SIP,24284,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Cheque,Verified,242.84
INV002356,2025-02-16,119094,Redemption,6278,Telangana,Hyderabad,T30,26-35,Female,21.3,Net Banking,Verified,62.78
INV000316,2025-02-16,101208,SIP,595,Karnataka,Bangalore,T30,46-55,Female,39.5,Cheque,Verified,5.95
INV002057,2025-02-16,119094,SIP,17441,Rajasthan,Udaipur,B30,18-25,Male,3.3,Mandate,Verified,174.41
INV000753,2025-02-16,102885,SIP,8627,Haryana,Faridabad,B30,46-55,Male,82.4,Cheque,Verified,86.27
INV004067,2025-02-16,120842,SIP,2084,Delhi,Gurugram,T30,26-35,Male,8.5,Cheque,Verified,20.84
INV001679,2025-02-16,119551,SIP,1795,Haryana,Faridabad,B30,36-45,Female,46.7,Mandate,Verified,17.95
INV003379,2025-02-16,101206,SIP,4671,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,UPI,Pending,46.71
INV002290,2025-02-16,120507,SIP,1073,Gujarat,Ahmedabad,T30,36-45,Male,24.7,Mandate,Verified,10.73
INV003717,2025-02-16,120505,Redemption,109214,Tamil Nadu,Coimbatore,B30,26-35,Female,20.8,UPI,Verified,1092.14
INV003004,2025-02-16,120506,SIP,11495,Tamil Nadu,Chennai,T30,46-55,Female,34.6,UPI,Verified,114.95
INV002102,2025-02-16,148569,Redemption,447584,Madhya Pradesh,Bhopal,B30,26-35,Male,9.2,Cheque,Verified,4475.84
INV001350,2025-02-16,100025,Lumpsum,166099,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,UPI,Verified,1660.99
INV003237,2025-02-16,119599,Lumpsum,103661,Delhi,Gurugram,T30,46-55,Male,66.7,Mandate,Verified,1036.61
INV004753,2025-02-16,120842,SIP,7761,Karnataka,Mysore,B30,36-45,Female,18.4,Net Banking,Verified,77.61
INV004003,2025-02-16,119092,Lumpsum,307566,West Bengal,Kolkata,T30,26-35,Male,9.5,Mandate,Verified,3075.66
INV000256,2025-02-16,119094,SIP,9297,Delhi,New Delhi,T30,36-45,Male,14.0,Cheque,Verified,92.97
INV002252,2025-02-16,119598,Lumpsum,334235,Maharashtra,Pune,T30,36-45,Female,46.4,UPI,Verified,3342.35
INV003487,2025-02-16,102887,SIP,2306,Gujarat,Ahmedabad,T30,26-35,Female,12.0,UPI,Verified,23.06
INV004003,2025-02-16,102887,SIP,1760,West Bengal,Kolkata,T30,26-35,Male,9.5,Mandate,Verified,17.6
INV002357,2025-02-16,119551,SIP,6901,Delhi,Gurugram,T30,26-35,Male,7.8,Cheque,Verified,69.01
INV002912,2025-02-16,118633,SIP,2230,Maharashtra,Mumbai,T30,26-35,Female,23.6,UPI,Verified,22.3
INV002468,2025-02-16,102886,Redemption,152949,West Bengal,Kolkata,T30,46-55,Male,48.8,Cheque,Verified,1529.49
INV003524,2025-02-17,118635,Redemption,508300,Telangana,Hyderabad,T30,36-45,Male,12.5,Cheque,Verified,5083.0
INV000161,2025-02-17,120842,SIP,2101,Rajasthan,Jaipur,T30,18-25,Female,6.8,Net Banking,Verified,21.01
INV004764,2025-02-17,125498,Lumpsum,324104,Punjab,Amritsar,B30,46-55,Female,79.4,Net Banking,Verified,3241.04
INV003320,2025-02-17,119095,SIP,1080,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Net Banking,Pending,10.8
INV002585,2025-02-17,148567,SIP,547,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Net Banking,Verified,5.47
INV002802,2025-02-17,125497,Redemption,270689,Gujarat,Surat,T30,36-45,Female,32.8,Cheque,Verified,2706.89
INV000404,2025-02-17,148567,SIP,2721,Telangana,Hyderabad,T30,36-45,Female,35.5,Net Banking,Verified,27.21
INV004587,2025-02-17,120844,Redemption,536303,Uttar Pradesh,Kanpur,B30,18-25,Male,4.0,Mandate,Verified,5363.03
INV001246,2025-02-17,120844,Lumpsum,374360,Rajasthan,Jaipur,T30,46-55,Male,51.2,Mandate,Verified,3743.6
INV000235,2025-02-17,120507,Lumpsum,330677,Delhi,New Delhi,T30,26-35,Male,8.5,Mandate,Verified,3306.77
INV003344,2025-02-17,118636,Lumpsum,74999,Haryana,Gurugram,T30,36-45,Female,52.5,UPI,Verified,749.99
INV001409,2025-02-17,119599,SIP,3169,Haryana,Faridabad,B30,18-25,Male,4.5,Mandate,Pending,31.69
INV001507,2025-02-17,120504,Lumpsum,38641,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,UPI,Verified,386.41
INV001656,2025-02-17,148568,SIP,22860,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Net Banking,Verified,228.6
INV000229,2025-02-17,148569,SIP,6017,Punjab,Amritsar,B30,26-35,Male,11.0,UPI,Pending,60.17
INV002014,2025-02-17,120842,SIP,3581,Maharashtra,Pune,T30,26-35,Female,13.7,Cheque,Verified,35.81
INV000457,2025-02-17,100016,SIP,2397,Haryana,Faridabad,B30,26-35,Female,22.3,Mandate,Verified,23.97
INV002628,2025-02-17,120844,SIP,25344,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Net Banking,Verified,253.44
INV002384,2025-02-17,119552,Lumpsum,51706,Karnataka,Mysore,B30,26-35,Male,24.3,Net Banking,Verified,517.06
INV002104,2025-02-17,101208,Lumpsum,226656,Maharashtra,Mumbai,T30,26-35,Female,15.0,UPI,Verified,2266.56
INV003972,2025-02-17,120504,Lumpsum,192858,Uttar Pradesh,Agra,B30,26-35,Male,10.2,UPI,Verified,1928.58
INV003514,2025-02-17,120843,Redemption,170831,Delhi,Gurugram,T30,36-45,Female,40.2,Cheque,Verified,1708.31
INV000896,2025-02-17,148567,SIP,6367,Karnataka,Mysore,B30,26-35,Male,14.7,Net Banking,Verified,63.67
INV004772,2025-02-17,120504,SIP,8360,Gujarat,Ahmedabad,T30,46-55,Male,26.1,Cheque,Pending,83.6
